rank,address,display_name,account_value,vlm_week,vlm_month,pnl_month,activity_score
477,0xa312114b5795dff9b8db50474dd57701aa78ad1e,NAKED SHORTS ONLY,14347270.889831001,23973616.64,84347822.48,-2763822.030822,108321439.12
478,0xdf954bbe619273a56e0cfa90dad8382195dc7d72,,25448532.140269,33832455.56,74469034.57000001,-2457131.694455,108301490.13000001
479,0x9c2694984f6831bc81a04cd917a67b03629cb666,,2805877.524926,6191577.92,101901188.74,-139298.506656,108092766.66
480,0x64ad72a926e693bbdaf4209b00d6005bfe228640,,202229.098232,0.0,108088281.51,-123758.557394,108088281.51
481,0x421d8eb0d2a9705cddf343e8933ed4106418075f,,6873.879293,46345178.22,61526809.84,-8624.090914,107871988.06
482,0x22504e8da6acf4756d2216ef947f525b0ee6ec0a,,1168279.8954619998,8695364.43,98305482.69,97633.096393,107000847.12
483,0x45d26f28196d226497130c4bac709d808fed4029,,54992780.50224,43261391.05,63660370.45,-17473627.14832,106921761.5
484,0x152e41f0b83e6cad4b5dc730c1d6279b7d67c9dc,,20758344.24563,0.0,106835127.46,11570493.515151,106835127.46
485,0x90e56dc997fea87c8463d661e621b1e7fd5181af,,655837.659091,24608238.4,82037130.81,-54766.494493,106645369.21000001
486,0xb4f1d3e5153599cd9f59c686dbee4262ac87d75c,,207629.982009,14036159.32,92240154.72,34395.864901,106276314.03999999
487,0xcb58b8f5ec6d47985f0728465c25a08ef9ad2c7b,cat hot wallet,3507128.503093,33204270.26,72981207.7,1224590.499152,106185477.96000001
488,0xf93f055e03a8ba214eec82ab80b814e40dd93376,,4649.630366,395458.64,105715778.82,-894775.355552,106111237.46
489,0x191f565e660e4323b7a54c193eb571b99fdeaffe,,747718.214956,23103824.8,82819108.77,131850.056834,105922933.57
490,0x3d0202e0bb6d8df16f1960329b30151d8b847d6b,,20306.93187,4022850.99,101798155.17,-128338.964095,105821006.16
491,0xc050572d6971c351b207ccc49785ac9314fabaa9,,0.002678,10345739.8,95402441.72,145895.589924,105748181.52
492,0x803d7e301ce25f8285f79ece057a93ed2fd2ece9,,5001.650938,42619563.44,63032550.76,-368028.362396,105652114.19999999
493,0xf3dcaeb909d3d17318c0908a1ec0ca31321e1672,,1059189.887114,30931132.89,74528517.91,372632.737355,105459650.8
494,0x20bc9cd229dfd681740834d9b4f55641ce435da3,,217201.790678,0.0,105345725.87,-67766.243375,105345725.87
495,0xc1efb67e9d1e5a48297046a67bed332d0f86de54,,247262.680781,35228105.22,69999708.86,108052.604091,105227814.08
496,0x88560b720239179d7f3f9e49ca934a4861593d7f,,31187538.107794,44182045.18,60672548.43,297970.397508,104854593.61
497,0x5772763f0804dca7f102888f954816eeb19506fe,,262.986846,20115124.53,84725104.09,-2620.682526,104840228.62
498,0xb322c1b811eaf8b3840133a2fc936f4c7185d51f,,758175.364634,39644411.14,65158259.94,-217009.022096,104802671.08
499,0x462e3f2ce774b4dbba10662a2155e4823d4c820f,,15594545.635397,10005608.43,94641548.02000001,5011164.089725001,104647156.45000002
500,0x994ca87d1da1824a2d2f1a8e4b6ddb70ae48e7f5,,533161.932861,17533454.17,87004538.00999999,62274.491058,104537992.17999999
501,0xd7dc4b4ad3a7840f042a46d24b897fbe6ad14cb5,,161489.226511,16841286.4,87397806.53,64241.195194,104239092.93
502,0x2b46badb696224e913fe7c4f1c367fe27567fb58,,0.0,9908858.93,93894610.13,104375.179185,103803469.06
503,0x57f2819c959abbcf22623d5ec1d3164b213e9711,jefefefe,1423198.654303,49949949.99,53663178.53,846532.898913,103613128.52000001
504,0x5b5f798b94f54d33ba316c8b1c837e930c90c052,,0.000497,50404685.77,53070744.08,-138565.462637,103475429.85
505,0x6d6d7c05ef7f31b31b618400495b4ce4092a5089,,128267.713419,12817946.62,90585357.38,60980.413196,103403304.0
506,0xcb3ee3f1b22cdff8b6ca4839cd0784d34b85dea9,,151848.124402,34198473.49,69160967.88,-13898.60116,103359441.37
507,0xaa9fc48c6fc41b61fa4ddf1746c4fb13e7d258a5,,305471.289378,47259247.89,55936420.4,173599.218176,103195668.28999999
508,0x704c8c855765b4c053cc2dc02b3f318caf2ab732,,592611.282352,35697315.94,67120800.21,435568.104402,102818116.14999999
509,0xeac83f37998a370c36a6eac2a18a040acc4fb600,,6006.742921,37854816.02,64933256.25,5977.442921,102788072.27000001
510,0xcf5303ab146d523a0e3dd51ae87b7788e051b70f,,24339.865965,11039809.81,91071653.71,17521.178383,102111463.52
511,0x7c7b412019186684b51bdd98d4cbc33ccf1eee7d,lel,313817.329263,11832695.94,89652767.69,-71411.529631,101485463.63
512,0xac1b1cc2fee62d8dc215821a7afc1d8594ff2f92,,526201.123072,39588347.02,61744062.63,421906.438636,101332409.65
513,0x08bed3f9ae9b3db6bf9b5de117e0309e028e7aa4,,2172341.308891,10973382.5,89815803.35,-809147.946394,100789185.85
514,0xe2584edf3b859aa233c4e42fa1f44d4bccb0cb7a,,111898.096985,49281953.74,51282624.78,-66776.043015,100564578.52000001
515,0x218a65e21eddeece7a9df38c6bbdd89f692b7da2,,10305549.553254,32403255.14,68061253.46,-7241907.597104,100464508.6
516,0x490c7ed1b96059df56296f44dcd24124e9353227,,390700.308744,7028731.82,93348592.15,325804.678384,100377323.97
517,0x2e30c32738a28833e3d85189c04895c25ee54cb5,,2051117.926319,28075124.91,72262262.93,-655509.062687,100337387.84
518,0x75c3f4a9f37194d42aa141fe5e7b640c48f9dca3,,11310.390105,20433267.31,79635864.58,129330.212457,100069131.89
519,0xe867fbdad3291530e41530301ecb77693850c78e,,86671424.617766,37814757.85,61905453.35,27211452.974065,99720211.2
520,0xc568587857cc2895a3d83d00a05365ea92c62def,,89275.019791,26789535.48,72761864.1,-8656.003337,99551399.58
521,0x7b3748e8e35fd1f1f6fc7656494de4bc6c61a888,,37163.895222,25845406.67,73696558.44,2001.293959,99541965.11
522,0xa6259c8c54b6d0d0fea625468bcf9b25ffcae7af,,53692.364817,17349898.89,82035484.04999998,-8966.926436,99385382.93999998
523,0x71c783843d014f456ce5440aa339fec387f0f60a,,8041.621771,0.0,99248478.96,-379451.858812,99248478.96
524,0x9ed75f3800d959c335c4428dfe8dad82ebd1b349,,431811.641682,48519763.35,50716176.03,-47065.673931,99235939.38
525,0x7fba7e745bd97f828c824589680749b55a8c04ab,,0.000735,0.0,98963061.41,-201584.576554,98963061.41
526,0x0c2395ad6fe01219ce2d98067e873092da66d36a,,659624.413554,38797782.99,59711911.8,-567229.836446,98509694.78999999
527,0xa8fc35304cc62e1d07f4ac5d6c52e2bb2903d4d7,,0.073878,23009337.08,74897238.23,112922.033877,97906575.31
528,0x8bcf7a888c66f635ac4a2caf42a8dd12a3b20b14,,4601834.226098,1324486.99,96537530.95,-51330.935065,97862017.94
529,0x5ad96a3986b9d2cfab1d39c68002edd17263f5ef,,1502034.49788,19777525.09,77993240.54,-568104.256881,97770765.63000001
530,0xcac19662ec88d23fa1c81ac0e8570b0cf2ff26b3,,24976823.657358,21433171.44,76003054.89,-5293028.898909,97436226.33
531,0xd1dd6d99c5fb5d31ff52eacce5046c7158859e85,,7878819.832183,11767979.33,85580201.29,-3619502.26396,97348180.62
532,0xa8cde6a19789e4d7964ce0e3da14aa29291d7275,,2082890.608295,0.0,97245976.42999999,-8493964.945949,97245976.42999999
533,0xb8243756956e722bff5c763971b562ac551bfbd2,,459.187056,14224968.39,82916639.03,-749278.860863,97141607.42
534,0x325edd95bb016c36027ce3b9f7595af7094a9564,,7256502.32649,34074274.57,63040609.45,1521933.018259,97114884.02000001
535,0x3895d155b005191686476a39580d43258a518e46,,419408.373407,19117314.97,77707305.09,14970.6249,96824620.06
536,0x65ea08385a1394d6f1a2ce531187a96b96e3b10f,,161354.417861,46058456.96,49605932.98,53857.218369,95664389.94
537,0x93ab7dbdeb996806454de19c35c8247f4b2511f8,,9597497.222547,47734592.35,47734592.35,4524828.55638,95469184.7
538,0x838457c1d53e6b30416fda9dd1ef10e2191ba133,,52831.72572,27272357.52,68176788.68,20534.38774,95449146.2
539,0xfb7a9b081dbcc46a3a7ac0b0b8032bd9b3cca7e1,,267155.685136,264962.91,95169025.33,69215.337258,95433988.24
540,0x92ea19eceb7a8de0f50978a1583a5d8b018050e9,,73053899.527604,47487616.79,47487616.79,8231830.258487,94975233.58
541,0x44cd38994fbf89db3f7fa9465ca4aaa78101f11b,,54170.682842,37246281.72,57567305.64,8757.34538,94813587.36
542,0xc9d46b11f3b1bbc85ebedfffca09707f8f28dca1,,263792.969841,8342684.36,86362039.19,-67794.563931,94704723.55
543,0xbe78beaa3e4d5d44ba18edbe7933c18699547a48,,80.578397,372032.06,93525676.24,-33275.099284,93897708.3
544,0xdb6f5c58bb13d8aa101b0a5d1a70f737b5d1cd1c,,496969.044468,11014236.61,82879112.48,-1235987.441491,93893349.09
545,0x73588c0a7079c4243810c44dc4eac8ea118f5516,,32433.676248,34327624.54,59488940.23,-69324.993752,93816564.77
546,0xcce46bd0b754a9bf7ae66d1a4ad407783c9bf000,,9.699994,11662688.1,81767811.03,-31333.494491,93430499.13
547,0x1bf9e309d080accbebdb704bb02737f5da6a1dfd,,37579.39441,36727543.34,55814667.21,-217874.66559,92542210.55000001
548,0x795cfd1b03eafc11c4ec958b8a94cfc9aa64a242,,6306787.551044,13337162.75,78690996.38,4510432.124518,92028159.13
549,0x6beffb9bec3364ae579fa7cb864effefa7bf2695,,196091.878894,29342391.72,62374038.16,15178.823845,91716429.88
550,0xa7405ff2687cb83b8a8a08eeaa4e4bc249344d23,,2216.689939,9523485.01,82007227.34,-53978.970693,91530712.35000001
551,0x89c645ecbd07825b194e3b98300eb3497aaba406,,13776024.076365001,28803060.95,62699630.48,3889131.182343,91502691.42999999
552,0xafc39fd78584ee7ff8101f9d4f41ede5ca2b36ea,,137809.081445,6310217.48,84968647.89,17677.837751,91278865.37
553,0x1cf1ccd7ec46214e72b038ee91cade3d5ddf3207,,16.046388,0.0,91241326.47,-21828.048823,91241326.47
554,0x1897cdf2dfbd8b161cff8803cd50f7d78b03da12,,0.185151,0.0,90904456.49,25376.939848,90904456.49
555,0x7665e4a890be4eb215bfc6c1c864e81406032eae,,2603970.309505,45428722.5,45428722.5,691749.379505,90857445.0
556,0xdd9f274410c8c704bdbb599dce6c4fb34be4f50a,,19737755.25737,28648937.51,61695980.2,3208930.780987,90344917.71000001
557,0xf220c9b7b4c0e5e785ebe4b40b17576ce24473e0,,1207740.701573,15021716.97,75319328.33,925482.420519,90341045.3
558,0x8554501f855388039f2bc86110462adfbbde46dc,,217657.294827,42507536.53,47739120.89,-98863.226429,90246657.42
559,0x47472cd62c99b8b5ce7e84e733515133e9aec0bd,,13399066.031594,22293338.69,67831562.71,3544130.885786,90124901.39999999
560,0x0d438ba1817d0958ae3bf70b23faaf1d0117c930,,1695969.41604,10457389.63,79045806.38,1027347.201375,89503196.00999999
561,0x6f97b7de6be7b7771e975e46bae96c35e332e172,,118632.253361,24434350.21,65010349.8,290525.617415,89444700.00999999
562,0x9bbb821a51d9c0ef24dd8592e9caad7fc469bbf2,,6e-05,4172238.42,84749593.27,3934661.464018,88921831.69
563,0x4ec46dc56302b27127740882f5de3d5d01c2e46f,,0.000627,42373764.17,46041185.51,-521364.919373,88414949.68
564,0xc18b9c011e2ba61a3120cdab3c0ccfc76b5148d8,,62169.345855,42149381.84,46184429.75,57128.955664,88333811.59
565,0x641edd3f198101eb13ce9228a415cbf02b62b6c8,,1632351.5444460001,12387007.41,75781967.91,-978581.187899,88168975.32
566,0x31f4eaa244f679bcea21cb17dcc430830d06900a,,282726.037191,15736171.67,72410229.4,20278.579038,88146401.07000001
567,0xab5e6f394951c28ab1873007e373202689cdbec3,,4090008.146682,14745867.88,73354855.81,372625.532937,88100723.69
568,0x2814e4612802066a76a99e8afbcdf1ec44039b08,,55475.068406,29183266.74,58740230.9,-142100.431594,87923497.64
569,0xaa57ef244c09de1a28437f3e05f208e87c938566,,729963.215026,43920109.79,43920109.79,80118.335026,87840219.58
570,0x358ee17c36b51e3c6870ac2aee6fa24c4c479a10,,353285.399888,12669553.93,75123257.84,-565054.176444,87792811.77000001
571,0x9a991732cd4cf14712b07fbeb8c5d87de90dd21a,,2045116.200942,19247059.59,67917226.09,270239.801933,87164285.68
572,0x74883f76a1ed9fb1837b98270dc9ef22f903dd09,KrasilkoV,157062.445831,30172537.02,56968862.11,-359.27523,87141399.13
573,0x799d72a921fe14a4589fcb539731f8b198d55944,,28087.16973,27170735.48,59815908.39,13909.359713,86986643.87
574,0x8fb5c6f3c336033deeedbb54ad95e96453c9eaa4,,2129571.86448,21242710.29,65267217.08,-18425.313955,86509927.37
575,0xf2060700d2f18e5727205652a181fcf970e4a5ce,,603505.744896,34671700.02,51772699.66,-26541.691715,86444399.68
576,0x185611e0343c14f53a4406891cb0fdc9e81808ae,LR2,817668.44358,28739411.75,57491053.48,100198.119069,86230465.22999999
577,0x075f33313afecd32186c525d38db20d81c678dd5,,12732.845511,16493.18,85941531.92,-3287.040592,85958025.10000001
578,0x3aff22eb363cfe2b642a0cd377f7ee26ad8ec06d,AAA,250597.391134,36881737.67,49008400.16,-72507.864696,85890137.83
579,0x8b7917101b92b1589f9f39ce319a9f93290f85d7,,0.005567,3654997.54,82162479.86,-15819.184434,85817477.4
580,0xb4daad808516667d25a68643976fbf8b084e3fdb,,195834.316822,20751033.54,64690328.34,76866.806879,85441361.88
581,0xcd98da856b021a6efcc7d766118531ad64aec433,,1508044.600175,25039751.17,60346607.89,798345.338162,85386359.06
582,0x59275149ee03ac34f8a94ea9063359bad5527a78,,760743.567311,42573047.16,42573047.16,-240115.102689,85146094.32
583,0xc3d101ae37bba62baf199c6d5e5d8f0eecfd200e,,88943.221548,22091191.71,62973402.55,-22165.651666,85064594.25999999
584,0x5efbdd6d34040e0faa3b03400bfedf6c7445e292,,232863.675569,21564891.82,63478014.47,-26394.444493,85042906.28999999
585,0x901e8e185d3af939f9c3ff08e4bb95ee44c0d6d0,,228066.076859,31953926.82,52546201.45,-23028.359215,84500128.27000001
586,0xfffdc552b772a1f2e33ad9d22e5f5426b1ca77e1,,166749.239989,16526760.22,67925552.17,32810.56407,84452312.39
587,0xcd8bded162b7f8bdce0da82f133bd75bbef76835,,17892.419669,31648923.31,52386453.81,-22560.419291,84035377.12
588,0xab81fef97356d57cd30f8ceb15285b988682c608,,1535373.093556,24160690.44,59821632.01,319354.305115,83982322.45
589,0x698f77f4d84ab9a6283983ade08ab68ae875a600,,9442.796761,4444198.43,79496584.84,-71016.613959,83940783.27000001
590,0x11e64cfe088a23ea57b1326a4ada88e564716796,,695436.096307,30584702.68,53234731.89,225766.57643,83819434.57
591,0x98204f3c0b51900c7f0161dd9360ce195afe878b,,1025628.669452,21493895.29,62113906.06,9787.052937,83607801.35
592,0x54d545bf04f84265112153d8ade19f791f24deb2,,1054365.081868,34784514.85,48690704.61,488762.739618,83475219.46000001
593,0xd43b1a10407dc62d60091ea5557fdf0b4304239e,,221947.716461,19866748.08,63503329.63,-118589.937688,83370077.71000001
594,0xe2ad376800c2da03d611700ffc1d013090733c8c,,5183733.203883,41631467.28,41631467.28,173734.487371,83262934.56
595,0xb1169c6daac76bacaf0d8f87641fc38fbabe569f,fluffcatto.hl,309741.867515,15201210.73,68017054.43,162844.922188,83218265.16000001
596,0x70acbf5ac61bad29c19fa8fb200105c4909bb8a9,,0.462896,0.0,83160502.1,-53611.476825,83160502.1
597,0xd82ddf45ca0d4a54e086c119953283a900ff2b00,,246498.334959,10496809.89,72319075.3,-227762.552297,82815885.19
598,0xe091330c53b971ed4e886f902f18e8544a8d6705,,1034514.093642,16066020.64,66736362.86,-625304.564498,82802383.5
599,0xa516541e599129095d14f7faf8b11ae670c837b0,,798781.509173,32541610.95,50196855.080000006,729361.0756089999,82738466.03
600,0x427070e33d630b0476bedba5d53db224913eb946,,1165331.33419,15311002.98,67273643.31,552855.325759,82584646.29
601,0x6e7465acbaa3217bdcc4c17cdbe1dadbb4356377,,139883.305251,34733016.18,47707852.44,-554876.748133,82440868.62
602,0xb9a6c1c5fdc74f9a4076110bff09bb8beb62e7a0,,101043.253874,13058255.78,69295804.0,-5067.192879,82354059.78
603,0x25eeac5ff395b6392dc54a38e29c25859ba88fca,,267769.351182,7936686.05,74316579.21,-12508.486716,82253265.25999999
604,0xabbaca977276db58bb5cd0f534ac07dae2719795,,4093.873059,38368503.54,43827561.45,-28885.524874,82196064.99000001
605,0xd129d392e5db2bb3bd6db5c2580c9634ac570aa6,,682242.825167,19237239.22,62748838.41,633102.747576,81986077.63
606,0xc16c69d13583ced94245f79afb8751a1883bf2c6,,52154.588241,29903992.59,51925792.23,666781.848942,81829784.82
607,0xc47e252e2ee28422319f724e9c7c37cf15784c77,,75511.879916,18087849.86,63731464.39,-21669.813468,81819314.25
608,0x2885ccc04b810a05edc17de2d722ba6d988315cf,,71.845652,23010687.79,58757765.65,123089.744485,81768453.44
609,0xf5a523b171032c060d49c39fbf2e9bec473e1286,,3406238.410603,14636655.46,66875422.36,130267.771567,81512077.82
610,0x0cd7a0abd6570ba1e93c3398d85132cf2d99d975,,76032.183391,40685905.93,40685905.93,-40557.416609,81371811.86
611,0xaf0583b5246b8769c0dbdd87669392efe7bac9a0,,2854069.694339,15711524.67,65625499.11,-703477.932252,81337023.78
612,0x24823a7f711a39e93b1a5a556637d9da96620e55,,410895.077175,18175269.66,63137963.61,127179.39922,81313233.27
613,0xc3ed57a7a8fa374af47eba5dd713bc2946f800dd,,4647490.418364,40622291.06,40622291.06,646020.448364,81244582.12
614,0xa96e8f0b9e6592b77d567c712beac79f956a2d7d,,1022697.194602,15091385.87,66021884.55,54935.68546,81113270.42
615,0xdf86c7c9069e9bd5bac9d97e21f9aa10f728fb86,,761280.933543,13038419.06,67893324.43,562713.446178,80931743.49000001
616,0x62dbec4cd5fbc4b84994fc52520cd300b7168312,,1.0,39089390.77,41804707.32,-44322.474559,80894098.09
617,0x99b9801f356dd303de0549a40cc9291ab06a9578,,240006.077701,17449417.23,63305757.12,19479.788729,80755174.35
618,0x12e16e3dc4a4fb3c802be62105f15783eb95f92a,,21161.039751,32291116.9,48236544.66,34393.801804,80527661.56
619,0x498216a21f5b028797c1d3d4250e14d09c9959e6,,3047383.213256,32174803.21,48315424.67,-8260597.206651,80490227.88
620,0xbbfd8f29f9c7f7119858d9ec7f4bb896182b7d69,,358340.295902,36457589.45,43814070.8,-204011.062501,80271660.25
621,0x972152c6fb291ec749ce8634859228e3f8cbfa54,,6e-06,21191143.21,58836361.95,-294598.49,80027505.16
622,0x4be5f249c4df500ede3fed4171bd37b8563420c0,,1e-06,39966158.02,39966158.02,7791659.09691,79932316.04
623,0x67ce9065db53067d1b290bf472f3b07f781da104,,2150027.901585,34480507.53,45419681.51,-105288.2099,79900189.03999999
624,0x0c1f6941fdcde9488dfd36ca16fed6b3bc49672b,,346685.759265,20862233.2,58936909.36,248162.029065,79799142.56
625,0xebe3c4e12791eeed4afcce9ab45aa4c0457560df,,135005.782213,35451701.87,44151985.16,99416.166506,79603687.03
626,0x99839f2a225afa61f902d11aa1fdb7d2296364e4,,77275.915123,12545758.06,66742532.87,-107875.687795,79288290.92999999
627,0x9c6a5b4662c722d2c47f43d6c9813cb080ffa4ed,,21308489.68823,0.0,79149126.37,12877166.24823,79149126.37
628,0xb0e8f6769102f8a563a103ff4c4d15a8630a7aff,,11481.079554,2045814.92,76865723.62,-2232.020995,78911538.54
629,0x114dc2c90b61ef68b6ccb45d8e9902609cb08f9d,,1567212.833069,7934245.31,70346323.88,450599.2357,78280569.19
630,0x25833c0e1684182ad2370864c3202fa9a16db87a,,949328.560088,14483674.75,63649812.9,-109682.392195,78133487.65
631,0xa33f9eea9a0ac0a340a24b820dd89d9b06087a59,,3964.947879,36354293.83,41607301.98,-9668.572121,77961595.81
632,0xdc93a8fdc56b4486f97a9ddf523a1225a5a7d9ab,,66993.330807,2128126.34,75663403.15,-257761.460945,77791529.49000001
633,0x843f31e5cd9a6572d235a05cb78ec5ac2ffcc24f,,806725.456655,28210974.37,49029868.76,519394.626771,77240843.13
634,0xdabb1b4497f0d951c8b3357b85f0cbcb9ed1aaab,,14758.309199,8514591.71,68488879.24,-49286.587162,77003470.94999999
635,0x9417f0013ad79427249dc7be79eb31acad7fa3df,,462207.03679,28492170.24,48487012.24,232975.972236,76979182.48
636,0xe739ef8e160d0ca4fd16e1789dbcf8bf579c8744,,451197.623041,28499478.17,48464160.9,290236.379894,76963639.07
637,0xd3a056f372db9743dd9c30bb49b83f803e13ea5a,,7.626208,144.54,76938981.43,-31742.982231,76939125.97000001
638,0x9eebf6d80113878444f873a812805ebbb86b36a0,,90562.093958,29234107.64,47671468.88,40974.070107,76905576.52000001
639,0xc8378d5bd334b984b5ada4e8ee09a49fe4d8d97d,,61920.397786,36996049.18,39868453.03,2859.687901,76864502.21000001
640,0xe0a2e8aba28cb1a1d827aa59a9c23fc8a8f34c82,,139055.379921,5971583.37,70881981.28,-12067.589218,76853564.65
641,0xbd50a54f62c6271d1efb33dadfd8d0d44dd92172,,12665.02578,36996449.0,39853993.17,-25598.067993,76850442.17
642,0x6f97d329b072e0f7b74575565d806a4351b8f824,,4236655.435972,23258895.97,53528795.86,-187518.292039,76787691.83
643,0x107a3e62969957f4c0be0340f457f1298acfe78e,,63943.776782,16121242.67,60488122.14,-299864.755715,76609364.81
644,0xf3d735ed58bd9f880a671177c04e3968a32ea7f5,,161621.790801,32150640.2,44277602.82,40679.177538,76428243.02
645,0x42fd5648cf21c158d15e4f58785760755b3f6623,,2736538.765597,23020266.65,52981468.68,661583.613306,76001735.33
646,0x75399cb6dbd484836e930e91a08bd29edf62460f,,4016915.20897,37875222.2,37875222.2,131478.10897,75750444.4
647,0xad227f63d34e7251c1d0ab65e64eeea07aee4e44,,933150.3198940001,2190510.27,73510036.2,-678160.545579,75700546.47
648,0x7a833ef6cc97e6c027d5fed9965fdad5ef84d889,,767709.426563,14281340.04,61357739.199999996,180973.110238,75639079.24
649,0x47e8e9d330cada8c03bef477085cd41f57a9cdc6,,743.016432,20573780.84,54917062.47,-16655.697035,75490843.31
650,0x2edaa9098a66299a7205bc6b75487c8f9ed48731,,253512.943844,11433802.26,63933577.28,20746.06885,75367379.54
651,0x0526345bf8e09eb32256008c2844c8949ee3bb9a,,147479.222834,25963158.78,49288547.48,30459.401965,75251706.25999999
652,0xf1e2783541c3edbe783c6b89e7cfd493c7894af5,,1477794.473841,18109067.32,57112468.79,549741.245287,75221536.11
653,0x3e78225904a41656a273baa393d0a38253a273d4,,625417.064049,10087360.55,64940994.26000001,-188752.0983,75028354.81000002
654,0xf8bb001a9e55d81fd6a5834f8e64865ef4e231c9,,404843.647809,4621457.35,70217822.32000001,-90063.279194,74839279.67
655,0xd51b48fa7b9c4e408aa42eb7ad0b87ce73110d9e,,634186.0167670001,6983186.2700000005,67748883.73,-1337761.847359,74732070.0
656,0x48b1a8f92e403bc9dc7500b9cbcc4cadf35c7ac0,,558145.971959,14496445.61,60098945.58,148692.997541,74595391.19
657,0x3be714dbe0d3a33ae89b04f8caf93364c98b4b1f,Hot Noods,2685.7974,0.0,74576382.65,729605.412493,74576382.65
658,0x62edf4fae01255c64496e2241e5da680ac959c1c,,174038.395905,6107113.64,68399137.33,37658.352033,74506250.97
659,0x784c4e0857656bd44ece6d168770b5bab62676bb,,166479.627612,0.0,74406077.04,103996.079358,74406077.04
660,0x1b972454df5d993dcac1754793eaf12329b2833a,,46445.528577,35378973.68,38966944.48,-11203.983373,74345918.16
661,0x7672bbb64595e5c2ae3bc65ffe385ee1ab8ea306,,420619.896162,23365015.68,50607206.81,154553.200936,73972222.49000001
662,0x940c4a0a95615187f97bc69b01b86c6c1c3c2dd0,,30029.573911,10649991.89,63274119.25,-90470.918317,73924111.14
663,0xcea4a2f95dae6677ef9774af662c14cc140c9f21,,0.005302,36731962.24,36731962.24,-85667.994698,73463924.48
664,0x59629e23c52a0d7c092436870ef2db1dc382ddf8,,2710705.294514,28040109.27,45391352.26,1374173.735864,73431461.53
665,0x31321e88cd4e67d9b92f91deb92cd80103f9f0fb,,49533.938334,36681856.54,36681856.54,-13170.751763,73363713.08
666,0x58e2677db8c34c7f1d1622d1dc17dbba1ef31145,,19780.187154,25183327.69,47863983.39,-14759.419823,73047311.08
667,0x1915f3b42d9cebb2490bd72951f7dc5e01e28142,,87669.039357,12111810.96,60880724.44,13389.089357,72992535.4
668,0x7e0d072cf03d4dc18a196429e4ff8fd114a71af9,,2758.852868,22916257.61,49646982.98,-98472.961032,72563240.59
669,0x2408ce75d217e3a70d6ca370c78c1b34d706f5a0,,519205.245945,35940261.13,36570978.99,399235.985945,72511240.12
670,0x4c226d5a21ae3b9883f98cbda1a3be63e565f308,,649633.385051,24930430.61,47565254.21,-277912.635963,72495684.82
671,0x64702807a1f0f9888ea22b858099d7f481227b55,shibalsekki2,1783992.537393,25737944.07,46344813.76,1321230.464817,72082757.83
672,0xb6161198798dc08e3ba5bc2756820848fc51173b,,234278.390252,23595945.68,48466158.58,676586.157237,72062104.25999999
673,0xbd6a65ef504a12f0ed8e8dfd3253b02ebc62c00d,,84436.009959,23284358.56,48748303.19,38935.916969,72032661.75
674,0x8223f15674a2066599934be343ef70e6b337d383,,1074.41931,0.0,71985178.7,-62.833594,71985178.7
675,0x64f1d8f57dd3623f5cc7e4bf91851380af56636d,,2407379.900639,23414401.73,48528290.84,-221191.849361,71942692.57000001
676,0xf1e8f807dc77c51d6bd69611bd4923e1d4cfedac,,99357.03622,12262674.67,59659708.04,-9275.157072,71922382.71
677,0x12203316069a9d155cdadaa94a8e4b3e40ce6447,,61839.693733,18733190.09,52976302.06,-2387.325772,71709492.15
678,0x30381168675a9c97dbeb108b8cde33aba434be4f,,0.00317,8626701.5,62757900.51,-2299.28683,71384602.00999999
679,0x28473085ba4aa761eb541914f50a75dd685cd47b,,3224918.365608,23689003.62,47691756.92,908197.632776,71380760.54
680,0x8fdfff92d590a7ab1e25de2fa7672b308af7460b,,4153.201768,35537650.24,35833821.42,-11209.222929,71371471.66
681,0xb1b36533f4a9a91f15db67f4bfdda837f302ae8f,,527021.111178,8325138.61,63023764.56,353087.249683,71348903.17
682,0xff573cc8d53d6ca48134c23da75df1984ff28c24,,0.007792,0.0,71274709.71,-98268.96342,71274709.71
683,0x1aac9f8452b29f6254c06b47f0ee10233abe2455,,5056300.254398,0.0,71130450.38,57227.084398,71130450.38
684,0x0b5a536884f1c64ecab5d5894c444fe54d19adf2,,308089.711163,24676264.8,46330333.46,-210037.279878,71006598.26
685,0xca2f5c06c542e22a60fc02a9726bfe3a3db2e56c,,268861.212808,21855750.18,49000519.44,143333.035512,70856269.62
686,0x30a7a78ada9aaada13ef7290ce2d18554c9cbd80,,223519.733877,4706782.18,65988324.11,-550091.87811,70695106.28999999
687,0x0c684f333a7e120bce61383da670bbb0157e82d0,,5129420.398307,13498105.44,57060330.13,142263.727565,70558435.57000001
688,0x6d092dd825d74303114eae27988bc5ce029b957d,,523418.454478,20593921.32,49931888.87,449838.87764,70525810.19
689,0x28fb9a9eb2d558c661c349d42eb8cd40fc23ee78,,62395.013491,6125315.080000001,64302873.76,-1179.769144,70428188.84
690,0x67f2c402b353cdc0fddb48c5600e279eb9644e17,,1598.2227,24481187.64,45866524.18,-25360.57,70347711.82
691,0xc12489ebe264a32f9b22ebdb4812bcd2b8477b44,,18040.918278,27358732.13,42691287.6,-133194.229608,70050019.73
692,0x509adaa1f4c97d1c437bd6ecb9580eceb79c2314,,405968.1775240001,16724739.68,53284246.269999996,49881.07181,70008985.94999999
693,0x55b15c347d5eb0a6ade61b6322adf59c10cc7e88,,83138.911614,8034735.15,61965710.39,-35858.12257,70000445.54
